First Name,Last Name,ID,Stream,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10
Zachary,Taylor,82809051,DS,making patronising comments,running a crime family,spouting movie trivia,extracting confessions,laughing at God,playing rock music,fighting for justice,eluding imperial storm-troopers,causing mayhem,teaching Defence Against the Dark Arts
Hutton,,52614031,DS,chasing terrorists,running an empire,buying on credit,collecting bounties on runaways,finding clues,practicing good skin care,eating dinosaur ribs,appearing in infomercials,fighting for the rebel alliance,commanding a spaceship
Oprah,Winfrey,14759225,CS,writing modern fiction,promoting conservative values,podcasting about movies,preaching to presidents,mangling idioms,ruling over subjects,singing middle-of-the-road songs,singing Hipbop songs,managing hedge funds,teaching philosophy
George,Kennedy,48848284,CS,writing about manly pursuits,starring in Hollywood movies,making maverick choices,promoting pacifism,puncturing artistic sensibilities,throwing sex parties,reporting the news,starring in TV shows,playing basketball,singing pop songs
Kate,Jackson,45364210,CS,teaching the next generation,writing detective fiction,making witty remarks,telling dry jokes,ranting about politics,running a kingdom,making threatening phone calls,throwing sex parties,singing to teenagers,arguing against capitalism
George,Harrison,79528350,CS,singing Hipbop songs,writing pop songs,starring in romantic comedies,making kitsch,sucking roots,promoting socialism,crooning love songs,changing privacy settings,bugging political rivals,ranting about liberals
Che,Guevara,69405079,CS,over-acting,starring in pornographic movies,promoting Catholic values,performing household chores,singing rock songs,spreading political gossip,treating the sick with jokes,insulting minorities,signing sports memorabilia,making new wave movies
Alan,Turing,80391455,DS,eating power pellets,instigating rebellion,complaining about everything,seducing young women,running an empire,climbing social ladders,concocting magic potions,commanding a pirate ship,going on romantic quests,foiling the schemes of evil villains
Tina,Louise,59032982,CS,spreading revolution,making insipid musicals,writing folksy fiction,writing pop songs,writing blues songs,developing operating systems,writing pop songs,interviewing politicians,singing rock songs,reporting the news
Michael,Hall,38759590,CS,campaigning for consumer rights,worrying about health,throwing sex parties,selling tickets,starring in Hollywood movies,running an empire,writing pop songs,building a search engine,campaigning for the presidency,struggling with modern times
Pia,Zadora,98974321,CS,running a smuggling business,winning swimming competitions,womanizing,designing modern buildings,writing modern poetry,making maverick choices,extracting confessions,probing the mind,writing science fiction,seducing women
Jean,Harlow,65688371,CS,insulting minorities,coining epigrams,teaching the next generation,running an empire,bridging cultures,composing classical music,starring in Hollywood movies,campaigning for social causes,bodybuilding,arresting bootleggers
Henry,Aaron,29936751,DS,providing comic relief,pinching pennies,pushing shoddy merchandise,writing TV comedies,hiding from the public,foiling the schemes of evil villains,making condescending remarks,chasing criminals,solving mysteries,playing pranks
Snoop,Dogg,12090083,CS,teaching philosophy,managing hedge funds,making cars,promoting social causes,singing rock songs,starring in action movies,eluding the FBI,marrying underage girls,designing clothes,testing scientific theories
Captain,Kangaroo,67583256,CS,managing large development projects,challenging artistic norms,painting dark pictures,fighting for democracy,smiting Philistines,winning Michelin stars,playing grungy music,racing fast cars,smoking Boyard cigarettes,whining at umpires
John,Sebastian,10956159,CS,cooking dinners,singing pop songs,singing pop songs,playing rock music,promoting conservative values,selling tickets,studying science,chasing after women,promoting conservative values,promoting Darwinism
Tom,Smothers,99238856,DS,providing comic relief,pioneering new technologies,interviewing celebrities,solving crimes,eating power pellets,fighting for the rebel alliance,seducing young women,fighting in gladiator arenas,singing bawdy songs,studying science
Bryan,Adams,85099522,CS,changing privacy settings,running film festivals,bridging cultures,starring in indy movies,cooking dinners,studying economics,divorcing husbands,singing pop songs,throwing sex parties,doing stand-up
Claudette,Colbert,14816115,DS,instigating rebellion,evading mercenaries,striving for world domination,teaching martial arts,devising evil schemes,selling tat,rooting out moles,running a software company,solving mysteries,practicing good skin care
Giuseppe,Verdi,48907293,CS,studying mathematics,arguing against capitalism,doing stand-up,starring in Hollywood movies,raising new-age children,keeping a diary,singing rock songs,singing pop songs,hosting radio shows,making kitsch
Charles,Kuralt,66877050,DS,terrorizing employees,wooing potential brides,playing pranks,causing mayhem,running an empire,striving for world domination,extracting confessions,swinging from tree to tree,pushing shoddy merchandise,teaching Defence Against the Dark Arts
Adam,Duritz,87490267,CS,reporting the news,singing rock songs,writing TV comedies,shilling for rental car companies,ruling over subjects,making threatening phone calls,painting church ceilings,promoting racial harmony,extracting confessions,promoting conservative values
Timothy,,58191628,CS,ranting about politics,studying genetics,singing pop songs,painting dark pictures,winning tennis grand slams,playing basketball,shopping for shoes,promoting new wars,starring in Hollywood movies,collecting rock samples
Larisa,Oleynik,73092120,DS,giving noogies,disappointing the family,pushing the hardline,brewing magican potions,appearing in infomercials,creating nightmares,teaching the next generation,building rocket ships,climbing social ladders,teaching Defence Against the Dark Arts
Sherlock,Holmes,43749142,CS,promoting conservative values,developing cunning plans,Research Activity,promoting new wars,painting over photographs,throwing fund-raisers for Parkinson's disease,campaigning for social causes,coining sparkling witticisms,promoting monetarism,singing country music
Walter,Cronkite,84900147,DS,smoking during recess,fighting in duels,interpreting evidence,frying crabby patties,over-achieving at school,appearing in infomercials,prowling for dinner,extracting confessions,performing magic tricks,brewing magican potions
David,Clayton-Thomas,80203558,DS,rooting out moles,promoting science,practicing the Occult,promoting hair products,starting thunderstorms,striving for world domination,solving riddles,solving mysteries,running a criminal enterprise,studying science
Gordie,Howe,17368112,DS,hunting demons,getting a nose job,undermining authority,reporting for The Daily Planet,running a crime family,providing comic relief,over-achieving at school,analyzing murder scenes,playing quidditch,tracking down criminals
Muhammad,Ali,84393710,CS,worrying about health,probing the mind,writing erotic fiction,starring in TV shows,playing baseball,appeasing belligerent dictators,promoting science,campaigning for social causes,singing blues songs,running a smuggling business
Sam,Cooke,79362263,DS,causing mayhem,killing teenagers,pushing the hardline,burning the wicked,swinging on a perch,buying on credit,running a crime family,plotting against family members,fishing for shrimps,eating a box of chocolates
Lyle,Lovett,55354795,CS,promoting Darwinism,singing blues songs,making movies,writing pop songs,campaigning for social causes,parodying songs,seducing women,composing classical music,singing rock songs,selling tickets
Boy,George,94998826,CS,finding clues,peacocking in fancy clothes,starring in Hollywood movies,making antisemitic remarks,plagiarizing political speeches,making suspense movies,wearing tights,running a kingdom,promoting humanism,building empires
Brad,Dourif,93279372,DS,communicating with animals,cooking chrystal meth,phoning home,pushing the hardline,pushing shoddy merchandise,terrorizing employees,starring in action movies,brewing magican potions,going on romantic quests,running a kingdom
Dorothy,Hamill,30461274,DS,fighting in gladiator arenas,hacking into corporate mainframes,guarding the galaxy,reporting for The Daily Planet,cooking for friends,solving mysteries,promoting mysticism,studying science,frowning at errant husbands,over-achieving at school
Charles,Schulz,41932976,DS,singing bawdy songs,rooting out spies,smiting frost giants,telling tall tales,hunting monsters,laughing at God,solving mysteries,extracting confessions,fighting with swords,climbing social ladders
A.J.,Foyt,83229907,CS,making antisemitic remarks,causing political scandals,making unauthorized sex tapes,campaigning for social causes,writing political satires,shilling for rental car companies,arresting criminals,promoting evolutionary theory,womanizing,chasing after women
Claude,Monet,69516070,CS,promoting humanism,writing folksy fiction,campaigning for environmental causes,shilling for rental car companies,pioneering new technologies,trading in wives,riding a bicycle,playing rock guitar,making insipid musicals,starring in Hollywood movies
Lena,Olin,45852164,CS,transcending physical limits,singing middle-of-the-road songs,collecting fossils,testing scientific theories,cooking fancy food,campaigning for the presidency,writing legal fiction,writing experimental songs,recording history,writing for pulp magazines
John,Mayall,19001461,DS,starring in action movies,terrorizing employees,seducing young women,spouting movie trivia,solving mysteries,solving crimes,doing the Charleston,foiling the schemes of evil villains,complaining about everything,smiting frost giants
Batman,,89522387,CS,running a kingdom,making new wave movies,making kitsch,starring in romantic comedies,mangling idioms,cross-dressing in women's clothes,interviewing politicians,starring in Hollywood movies,running a smuggling business,chasing after women
Paul,Gauguin,99630474,DS,foiling the schemes of evil villains,making condescending remarks,rooting out spies,studying magic,solving mysteries,building an army,killing teenagers,searching for the messiah,teaching the next generation,escaping from reality
Lee,Trevino,13507191,CS,going slowly mad,recording history,running a bureaucracy,planning orgies,singing pop songs,jumping over buses on motorbikes,having meltdowns in public,divorcing husbands,licking frogs,reporting the news
Jeremy,Sumpter,25408505,DS,nurturing sibling rivalry,searching for the messiah,burning the wicked,running a crime family,eluding the FBI,eating dinosaur ribs,running a software company,building an army,swinging on a perch,playing the saxophone
Milton,Hershey,32107422,CS,organizing mass suicides,writing experimental songs,launching cultural revolutions,fighting with swords,leading armies into battle,running a kingdom,writing detective fiction,writing serialized stories,directing comedies,playing tough guys
Patrick,Duffy,46596481,DS,creating nightmares,causing mayhem,escaping from reality,running a software company,singing bawdy songs,testing new technologies,analyzing intelligence data,tracking down fugitives,defending the Earth,interviewing politicians
Rush,Limbaugh,81074462,CS,eating exotic foods,arresting bootleggers,studying mathematics,puncturing artistic sensibilities,starring in pornographic movies,singing country music,treating the sick with jokes,making unauthorized sex tapes,mangling idioms,eluding the FBI
Spencer,Tracy,62932023,DS,analyzing intelligence data,creating nightmares,seeking revenge,interpreting evidence,handing out flowers,frowning at errant husbands,pushing shoddy merchandise,climbing social ladders,practicing the Occult,reporting for The Daily Planet
Jennie,Garth,19794720,CS,fighting for democracy,building empires,starring in romantic comedies,starring in Hollywood movies,eliminating political rivals,starring in TV shows,cooking dinners,starring in war movies,promoting conservative values,singing blues songs
Dianne,Wiest,41111713,CS,reusing readymades,singing rock songs,selling consumer goods,writing about social problems,wearing tights,eating exotic foods,raising new-age children,singing rock songs,fighting for democracy,throwing sex parties
Garth,Brooks,60804299,DS,starting thunderstorms,hacking into corporate mainframes,making patronising comments,performing magic tricks,solving mysteries,pushing shoddy merchandise,striving for world domination,solving mysteries,running an empire,extracting confessions
Loretta,Lynn,10683416,CS,fighting with swords,writing pop songs,chasing after women,winning Oscars,writing Russian novels,starring in Hollywood movies,staring at the moon,fighting for democracy,pioneering new technologies,performing Web searches
John,Law,67700964,CS,jumping over buses on motorbikes,cooking fancy food,ranting about liberals,riding a bicycle,writing pop songs,studying science,writing for the New Yorker,composing classical music,predicting the future,entertaining teenagers
M.,C.-Hammer,26321368,CS,womanizing,performing magic tricks,worrying about health,ranting about liberals,raising cain,making sick people laugh,writing poetry,studying mathematics,reporting the news,womanizing
Anton,Chekhov,22720001,CS,writing modern fiction,promoting evolutionary theory,leaking state secrets,starring in Hollywood movies,entertaining teenagers,fighting with swords,writing modern fiction,winning tennis grand slams,writing pop songs,playing jazz saxophone
David,Mamet,15570022,CS,singing torch songs,avoiding responsibility,making madcap comedies,forming new social connections,finding clues,doing stand-up,raising cain,singing jazz songs,reading braille,making kitsch
Burt,Reynolds,40482196,DS,plotting against family members,pushing shoddy merchandise,doing the Charleston,running a software company,fighting in duels,analyzing murder scenes,climbing social ladders,organizing armed robberies,finding clues,hacking into corporate mainframes
Hugh,Beaumont,13570683,CS,reporting the news,winning tennis tournaments,managing hedge funds,promoting conservative values,foiling the schemes of evil villains,carving magnificent statues,throwing sex parties,starring in Hollywood movies,writing poetry,singing middle-of-the-road songs
Hugh,Grant,28356881,DS,running a crime family,running an empire,starring in action movies,worrying about adultery,running an empire,going on romantic quests,pedalling engine-less cars,fishing for shrimps,playing pranks,seducing toy boys
Elia,Kazan,51947830,DS,building rocket ships,commanding a spaceship,analyzing intelligence data,providing comic relief,terrorizing employees,writing up case notes,chasing terrorists,going on romantic quests,running an empire,playing the piano
Bach,,47570955,CS,wielding political power,developing cunning plans,probing the mind,doing stand-up,making fantasy movies,writing pop songs,promoting conservative values,spreading revolution,trading in wives,reading braille
Mila,Kunis,45737274,DS,going on romantic quests,running a crime family,running a clandestine spy organization,explaining away the unexplained,pushing shoddy merchandise,studying science,promoting mysticism,running a kingdom,swinging on a perch,retiring replicants
Dana,Plato,90074568,DS,striving for world domination,fishing for shrimps,striving for world domination,starting thunderstorms,running a kingdom,doing the Charleston,selling dodgy goods,tracking down criminals,writing TV comedies,preparing for war
Kareem,Abdul-Jabbar,42210171,CS,struggling with modern times,starring in indy movies,worrying about health,ranting about liberals,singing opera arias,wielding political power,winning tennis matches,holding evasive press conferences,staring at the moon,probing the mind
Jack,Casady,62740422,DS,solving mysteries,repairing shoes,eating dinosaur ribs,duelling acrobatically,meddling in the dark arts,giving to the poor,creating nightmares,eluding imperial storm-troopers,providing comic relief,extracting confessions
Peyton,Manning,76554602,CS,leading armies into battle,painting melancholy pictures,pioneering new technologies,eliminating political rivals,building a search engine,playing rock music,playing rock music,launching cultural revolutions,playing rock guitar,spreading political gossip
Jim,Croce,76605397,DS,reporting the news,performing magic tricks,striving for world domination,singing goofy songs,running a crime family,analyzing intelligence data,solving mysteries,solving crimes,posing as a street thug,laughing at God
James,Galway,52256698,DS,running a criminal enterprise,fighting in gladiator arenas,foiling the schemes of evil villains,investigating alien abductions,pushing shoddy merchandise,selling tat,prowling for dinner,solving crimes,running a crime family,promoting hair products
Pat,Sajak,37129725,CS,cursing at kitchen staff,starring in Hollywood movies,ranting about politics,smiting Philistines,starring in TV shows,wielding political power,starring in pornographic movies,making threatening phone calls,interviewing politicians,selling tickets
J.C.,Chasez,81534855,CS,writing poetry,interviewing politicians,performing Web searches,performing serious acting,leading an exodus,ranting about liberals,preaching to presidents,fighting for democracy,writing TV comedies,issuing fatwas
Herschel,Walker,67589393,CS,wielding political power,womanizing,cooking dinners,pushing haute couture,promoting totalitarianism,promoting conservative values,starring in romantic comedies,running an empire,chasing old women,promoting pacifism
Meredith,Baxter,36631544,CS,talking in riddles,extracting confessions,bodybuilding,teaching philosophy,assassinating presidents,making sick people laugh,promoting democracy,starring in Hollywood movies,working out,podcasting about movies
Vladimir,Horowitz,10473338,CS,reading braille,extracting confessions,building a search engine,singing pop songs,building giant walls,starring in Hollywood movies,arguing against capitalism,painting church ceilings,playing the organ,interviewing politicians
Mort,Sahl,74550766,CS,starring in Hollywood movies,doing stand-up,painting melancholy pictures,shopping for shoes,singing pop songs,making dumb comedies,writing romantic fiction,painting church ceilings,winning Michelin stars,singing rock songs
Sigmund,Freud,70336419,CS,wielding political power,singing pop songs,singing pop songs,performing magic tricks,fighting with swords,giving speeches,grilling interviewees,extracting confessions,singing pop songs,eating the inedible
Christian,Slater,69982345,DS,running an empire,hacking into corporate mainframes,striving for world domination,solving mysteries,hacking into corporate mainframes,doing the Charleston,fighting with swords,spouting movie trivia,finding clues,testing new technologies
James,Ives,22850392,CS,campaigning for environmental causes,making new wave movies,making threatening phone calls,appeasing belligerent dictators,working out,playing basketball,going for a spacewalk,writing poetry,singing middle-of-the-road songs,winning gold medals
Randy,Orton,29315724,DS,writing up case notes,wooing potential brides,teaching Defence Against the Dark Arts,solving crimes,hacking into corporate mainframes,seeking revenge,offering blessings,guarding the galaxy,promoting hair products,falling gracefully
Frank,Abagnale,32804153,CS,selling airline seats,doing stand-up,starring in Hollywood movies,issuing fatwas,selling consumer goods,wielding political power,doing stand-up,singing to teenagers,playing rock music,riding a bicycle
Jeff,Chandler,18872554,CS,running an empire,preaching to presidents,building a search engine,starring in Hollywood movies,issuing fatwas,writing pop songs,directing the business of state,running a kingdom,developing real estate,throwing sex parties
Diego,Rivera,23410689,CS,making cars,starring in Hollywood movies,singing torch songs,campaigning for the presidency,starring in indy movies,singing pop songs,doing stand-up,studying genetics,starring in romantic comedies,promoting socialism
J,Boog,66885990,CS,writing pop songs,doing stand-up,starring in romantic comedies,bridging cultures,painting melancholy pictures,insulting minorities,starring in comedies,bridging cultures,avoiding eye contact,making insipid musicals
Bo,Schembechler,74926513,CS,promoting conservative values,starring in romantic comedies,starring in indy movies,flirting with rednecks,running a kingdom,singing pop songs,making kitsch,writing modern fiction,promoting monetarism,writing about social problems
Gilbert,Godfried,68635010,CS,cracking enemy codes,writing pop songs,working out,running film festivals,playing rock music,starring in comedies,campaigning for the senate,making new wave movies,throwing fund-raisers for Parkinson's disease,writing poetry
Linus,Torvalds,68910954,CS,painting over photographs,test-driving cars,promoting pacifism,composing classical music,doing stand-up,managing large development projects,starring in action movies,starring in indy movies,running a bureaucracy,writing pop songs
Prince,William,44312766,CS,spreading political gossip,playing the piano,playing rock guitar,writing modern poetry,making insipid musicals,running a bureaucracy,writing pop songs,building a search engine,writing modern fiction,starring in romantic comedies
Sam,Levenson,93084476,CS,managing hedge funds,running a software company,promoting circus attractions,writing folksy fiction,making new wave movies,changing privacy settings,ranting about liberals,playing rock guitar,writing modern poetry,writing pop songs
Alvin,Ailey,55249018,CS,spreading revolution,promoting conservative values,raising cain,playing grungy music,leading an exodus,singing pop songs,starring in Hollywood movies,promoting conservative values,forming new social connections,starring in Hollywood movies
Lindsay,Lohan,72547289,DS,solving crimes,practicing the Occult,interpreting evidence,studying science,falling gracefully,making patronising comments,preparing for war,mangling idioms,climbing social ladders,saying grace
Bill,Gates,47526541,CS,tending the garden,insulting minorities,peacocking in fancy clothes,composing classical music,writing modern poetry,womanizing,studying science,playing aggressive chess,interviewing politicians,wielding political power
Stephen,Harper,34659720,CS,composing classical music,eating exotic foods,carving magnificent statues,playing basketball,starring in romantic comedies,throwing sex parties,making dumb comedies,singing pop songs,cooking dinners,coining epigrams
Jill,Biden,75714366,CS,promoting liberalism,writing pop songs,singing protest songs,crooning love songs,playing rock music,promoting feminism,starring in Hollywood movies,studying mathematics,promoting new wars,arguing against capitalism
Vince,Vaughn,70363207,CS,playing rock piano,eliminating political rivals,flaunting buttocks,bugging political rivals,worrying about health,promoting humanism,running a kingdom,developing real estate,predicting the future,amassing nuclear weapons
Jillian,Michaels,50272485,DS,pushing shoddy merchandise,retiring replicants,defending the weak,investigating alien abductions,building an army,singing goofy songs,chasing terrorists,posing as a street thug,promoting hair products,pedalling engine-less cars
Stella,Stevens,20549330,CS,developing cunning plans,throwing sex parties,eating exotic foods,winning tennis grand slams,writing for the New Yorker,arresting criminals,teaching philosophy,fighting with the mob,campaigning for the presidency,shopping for shoes
Francis,Coppola,40772079,DS,fishing for shrimps,seducing young women,teaching martial arts,making documentaries,selling dodgy goods,laughing at God,reporting for The Daily Planet,swinging on a perch,eating power pellets,studying science
Christine,McVie,68381999,CS,singing rock songs,running a religious cult,arresting criminals,starring in pornographic movies,singing jazz songs,flaunting buttocks,issuing fatwas,interviewing politicians,composing classical music,starring in sit-coms
Lewis,Carroll,87326359,CS,staring at the moon,starring in action movies,entertaining teenagers,spreading revolution,singing blues songs,changing privacy settings,starring in Hollywood movies,playing baseball,writing folksy fiction,ranting about liberals
Lon,Chaney,58006017,DS,tracking down criminals,going on romantic quests,practicing the Occult,solving crimes,smiting frost giants,brewing magican potions,solving crimes,communicating with animals,selling dodgy goods,fighting guerilla wars
Vanessa,Redgrave,74102612,DS,solving crimes,eluding imperial storm-troopers,running an empire,running a crime family,communicating with animals,defending the weak,searching for the messiah,retiring replicants,fighting the resistance,seeking revenge
Jesse,Ventura,57935000,DS,frowning at errant husbands,fighting with swords,frying crabby patties,searching for the messiah,teaching the next generation,making sandwiches,running a crime family,retiring replicants,phoning home,handing out flowers
Ed,Autry,28042154,CS,licking frogs,composing classical music,writing cook books,sucking roots,starring in Hollywood movies,talking in riddles,writing pop songs,writing folksy fiction,starring in action movies,starring in war movies
Peter,Sellers,74216388,CS,promoting democracy,sucking roots,promoting social causes,singing pop songs,promoting racial harmony,making Italian movies,fighting with swords,making threatening phone calls,designing modern buildings,starring in comedies
Clinton,Kelly,55392519,DS,arranging dinner parties,complaining about everything,analyzing intelligence data,pioneering new technologies,writing up case notes,swinging from tree to tree,collecting pirate booty,interviewing celebrities,preparing for war,defending the weak
LeAnn,Rimes,66888612,CS,making unauthorized sex tapes,making fantasy movies,womanizing,making sick people laugh,predicting the future,drawing whimsical cartoons,spreading revolution,writing pop songs,cooking dinners,fighting with swords
Piet,Mondriaan,26940220,CS,shopping for shoes,writing experimental songs,winning Oscars,promoting political causes,writing serialized stories,composing classical music,womanizing,extracting confessions,eating exotic foods,starring in comedies
Nick,Lachey,62258633,CS,running a business empire,promoting science,assassinating presidents,starring in war movies,promoting new technologies,starring in romantic comedies,writing pop songs,starring in comedies,test-driving cars,bodybuilding
Fats,Waller,32453389,CS,campaigning for the presidency,doing stand-up,doing stand-up,challenging artistic norms,starring in romantic comedies,testing new technologies,promoting socialism,going slowly mad,making maverick choices,posing for photographs
Tina,Yothers,16649586,DS,exploring darkest Africa,preaching tolerance,retiring replicants,playing the saxophone,duelling acrobatically,solving mysteries,running an empire,worrying about adultery,defending the weak,killing teenagers
Chris,Wallace,45346232,CS,raising cain,womanizing,doing stand-up,composing classical music,teaching philosophy,promoting conservative values,bodybuilding,running a religious cult,chasing old women,throwing fund-raisers for Parkinson's disease
Dave,Ramsey,86921577,CS,piquing public interest,campaigning for social causes,studying economics,running an empire,making dumb comedies,playing classical piano,making threatening phone calls,building a search engine,making sick people laugh,studying genetics
Jessica,Simpson,22763757,DS,cooking chrystal meth,communicating with animals,practicing good skin care,laughing at God,seducing young women,hunting demons,arranging dinner parties,running an empire,finding clues,promoting mysticism
Phyllis,Schlafly,71244255,CS,playing aggressive chess,starring in war movies,making sick people laugh,writing detective fiction,promoting conservative values,designing clothes,lying on the stand,seducing kings,telling dry jokes,writing pop songs
Lee,Strasberg,45833726,DS,executing morally appalling plans,pushing the hardline,explaining away the unexplained,creating nightmares,extracting confessions,commanding a spaceship,promoting conservative values,preaching tolerance,going senile,solving mysteries
Shawn,Michaels,30459807,CS,playing the piano,leaking state secrets,singing pop songs,winning swimming competitions,starring in Hollywood movies,ranting about liberals,struggling with modern times,writing pop songs,writing pop songs,ranting about liberals
Tanya,Tucker,70125200,DS,performing physical therapy,running an empire,falling gracefully,fighting in duels,pushing shoddy merchandise,eating a box of chocolates,building rocket ships,eluding imperial storm-troopers,duelling acrobatically,leading tour groups
Rosanne,Cash,75712822,CS,writing pop songs,womanizing,starring in Hollywood movies,singing blues songs,painting dark pictures,promoting new wars,smiting Philistines,cross-dressing in women's clothes,singing country music,currying favour
Tuesday,Weld,34217454,DS,running an empire,teaching the next generation,making documentaries,testing new technologies,reporting for The Daily Planet,solving mysteries,undermining authority,fighting in duels,meddling in the dark arts,doing the Charleston
Celia,Cruz,73668373,CS,running a software company,promoting new wars,singing torch songs,campaigning for environmental causes,promoting totalitarianism,campaigning for the presidency,spreading political gossip,singing pop songs,ranting about liberals,promoting science
Lizzie,Borden,37407876,CS,composing classical music,writing detective fiction,eating exotic foods,winning swimming competitions,writing serialized stories,ranting about politics,insulting minorities,performing serious acting,probing the mind,starring in comedies
Phil,Silvers,89827396,DS,getting a nose job,extracting confessions,running a kingdom,guarding the galaxy,defending the weak,providing comic relief,going on romantic quests,preparing for war,smoking during recess,solving mysteries
Dennis,Miller,20900014,CS,singing pop songs,climbing social ladders,starring in romantic comedies,peacocking in fancy clothes,predicting the future,making sick people laugh,bridging cultures,playing rock piano,campaigning for the presidency,writing poetry
Joe,Cocker,41187833,CS,cooking dinners,writing about social problems,starring in Hollywood movies,testing new technologies,doing stand-up,composing classical music,trading in wives,running an empire,starring in sit-coms,making threatening phone calls
Milos,Forman,17743645,DS,solving riddles,promoting the Dark Side,singing bawdy songs,solving crimes,exploring darkest Africa,guarding the galaxy,selling dodgy goods,fishing for shrimps,pioneering new technologies,eating donuts
Richard,Jaeckel,78000401,DS,studying magic tricks,giving to the poor,striving for world domination,cooking for friends,fighting for the rebel alliance,buying on credit,extracting confessions,planning adultery,hacking into corporate mainframes,chasing virgins
William,James,60848306,CS,running a kingdom,making kitsch,writing modern fiction,working out,playing classical piano,plagiarizing political speeches,cursing at kitchen staff,bodybuilding,writing detective fiction,winning gold medals
Robert,Benchley,96936006,CS,crooning love songs,winning gold medals,playing rock guitar,starring in Hollywood movies,writing modern fiction,starring in Hollywood movies,starring in Hollywood movies,promoting feminism,instigating rebellion,promoting monetarism
Jodie,Foster,73649443,DS,striving for world domination,flipping hamburgers,playing pranks,fishing for shrimps,communicating with animals,giving noogies,writing up case notes,preaching tolerance,defending the Earth,handing out flowers
Wilson,Pickett,98286693,DS,posing as a street thug,worrying about life,fighting for justice,tilting at windmills,solving crimes,squandering money,escaping from reality,doing the Charleston,phoning home,terrorizing employees
Clarence,Darrow,10357426,CS,cross-dressing in women's clothes,waxing a surfboard,conducting illicit affairs,campaigning for environmental causes,talking in riddles,transcending physical limits,writing pop songs,developing real estate,singing pop songs,interviewing politicians
Larry,Bird,82270923,CS,entertaining teenagers,chasing old women,reporting the news,promoting conservative values,interviewing politicians,leading armies into battle,riding a bicycle,starring in Hollywood movies,making sick people laugh,starring in Hollywood movies
Claude,Pepper,97195306,DS,reading the news,devising evil schemes,teaching the next generation,extracting confessions,going on romantic quests,running a crime family,squandering money,striving for world domination,plotting against family members,hunting demons
Courtnee,Draper,31681836,CS,eliminating political rivals,singing pop songs,raising new-age children,building giant walls,making sick people laugh,writing erotic fiction,writing pop songs,teaching philosophy,starring in comedies,writing romantic fiction
Dianna,Agron,90102222,CS,making unauthorized sex tapes,writing experimental songs,promoting feminism,lying on the stand,arresting criminals,living amongst apes,publishing soft pornography,singing jazz songs,running a bureaucracy,developing real estate
Lynn,Fontanne,63676055,DS,performing magic tricks,organizing armed robberies,interviewing politicians,running a crime family,seeking revenge,building rocket ships,performing magic tricks,representing criminals,finding clues,finding clues
Joyce,Randolph,11786398,DS,interpreting evidence,fishing for shrimps,running an empire,running a crime family,defending the Earth,rooting out moles,foiling the schemes of evil villains,teaching martial arts,plotting against family members,evading mercenaries
Danny,Thomas,35700685,CS,fighting for civil rights,shilling for rental car companies,organizing mass suicides,singing pop songs,making sick people laugh,fighting for democracy,singing pop songs,campaigning for social causes,running a dictatorship,extracting confessions
Jean,Simmons,52980085,CS,throwing fund-raisers for Parkinson's disease,burning with envy,cross-dressing in women's clothes,ranting about liberals,starring in TV shows,singing pop songs,running a kingdom,eating exotic foods,promoting conservative values,singing pop songs
Steven,Seagal,81993827,DS,cooking for friends,giving noogies,building rocket ships,solving mysteries,fighting for the rebel alliance,analyzing intelligence data,swinging from tree to tree,spouting movie trivia,fighting for justice,commanding a spaceship
Anthony,Burgess,99827858,CS,writing for the New Yorker,climbing social ladders,writing cook books,singing pop songs,bugging political rivals,Research Activity,spreading revolution,writing erotic fiction,starring in Hollywood movies,making political gaffes
Hugh,Hefner,81654478,DS,phoning home,running a multinational corporation,creating nightmares,buying on credit,collecting pirate booty,trimming bushes,building rocket ships,climbing social ladders,swinging from tree to tree,going on romantic quests
Galileo,Galilei,53395152,DS,guarding the galaxy,promoting wickedness,pushing the hardline,solving riddles,fighting in duels,testing new technologies,worrying about adultery,defending the Earth,tracking down criminals,interpreting evidence
Georges,Pompidou,60652940,CS,ranting about liberals,making unauthorized sex tapes,Research Activity,making insipid musicals,fighting with swords,promoting boxing fights,performing household chores,writing pop songs,doing stand-up,studying mathematics
Mike,Douglas,16174422,DS,squandering money,hunting monsters,burying dead hamsters,fighting in duels,interviewing politicians,performing physical therapy,promoting hair products,creating nightmares,collecting pirate booty,collecting bounties on runaways
Edwin,Aldrin,53527217,CS,starring in Hollywood movies,writing pop songs,causing political scandals,making bizarre movies,fighting with swords,test-driving cars,wearing tights,chasing after women,promoting Catholic values,interviewing politicians
George,Thorogood,89789600,DS,finding clues,frowning at errant husbands,hunting monsters,currying favour,posing riddles,reporting for The Daily Planet,singing bawdy songs,frying crabby patties,evading mercenaries,killing teenagers
Peter,Bergman,51260014,CS,writing science fiction,running a business empire,studying economics,writing crime stories,writing cook books,playing the saxophone,arresting bootleggers,singing pop songs,licking frogs,test-driving cars
Nadia,Comaneci,36416828,DS,reporting for The Daily Planet,selling dodgy goods,prowling for dinner,evading mercenaries,carrying secret plans,spying on girls,solving mysteries,solving crimes,investigating alien abductions,studying science
Rick,Springfield,87066850,CS,writing experimental songs,playing grungy music,avoiding eye contact,wielding political power,promoting conservative values,directing robot movies,making kitsch,singing middle-of-the-road songs,fighting with swords,collecting fossils
